-303.0,-303.0,-303.0,-202.0,-202.0,-202.0,-202.0,-202.0,-101.0,-101.0,-101.0,-101.0,-101.0,-101.0,-101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0,101.0,101.0,101.0,101.0,101.0,101.0,202.0,202.0,202.0,202.0,202.0,303.0,303.0,303.0
-101.0,0.0,101.0,-202.0,-101.0,0.0,101.0,202.0,-303.0,-202.0,-101.0,0.0,101.0,202.0,303.0,-303.0,-202.0,-101.0,0.0,101.0,202.0,303.0,-303.0,-202.0,-101.0,0.0,101.0,202.0,303.0,-202.0,-101.0,0.0,101.0,202.0,-101.0,0.0,101.0
20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0
